job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,Cleaned_Salary,Cleaned_Revenue,Seniority_Binary,skills_parsed,work_type
data scientist,senior,on-site,company_893,"Lexington, MA",8 days ago,"Heerlen, LI, NL",Technology,,Private,,"€117,553 - €159,840","['aws', 'git', 'r', 'python', 'docker']",138696.5,,senior,aws | docker | git | python | r,onsite
data scientist,,on-site,company_096,"New York, New York, United States . On-site",a month ago,"San Francisco, CA, US",Finance,Private,950,€11.33B,"€138,826 - €173,533",[],156179.5,11.33,,,onsite
data scientist,midlevel,remote,company_421,"Charlotte, AR . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,211","['sql', 'machine learning', 'python']",25211.0,,junior,machine learning | python | sql,remote
data scientist,,hybrid,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,010",€4.42B,"€98,642 - €123,302",[],110972.0,4.42,,,hybrid
data scientist,senior,hybrid,company_925,San Francisco Bay Area . Hybrid,a month ago,"Dublin 2, IE",Technology,Private,150,Private,"€164,401 - €214,633","['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']",189517.0,,senior,aws | deep learning | gcp | machine learning | opencv | pandas | python | r | scikit-learn | spark | sql,hybrid
data scientist,senior,on-site,company_930,"San Diego, CA",21 days ago,"San Diego, CA, US",Healthcare,Private,"1,530",Private,"€167,749 - €215,676","['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']",191712.5,,senior,deep learning | java | machine learning | python | pytorch | sql | tensorflow,onsite
data scientist,senior,on-site,company_932,"Palo Alto, CA . Vancouver, WA . Spring, TX",25 days ago,"Palo Alto, CA, US",Technology,Public,"51,070",Public,"€140,657 - €216,600","['sql', 'powerbi', 'machine learning', 'python']",178628.5,,senior,machine learning | powerbi | python | sql,onsite
data scientist,senior,hybrid,company_008,"San Jose, CA . Hybrid",3 months ago,"San Jose, CA, US",Technology,Public,"34,660",€81.76B,"€139,285 - €239,614","['sql', 'machine learning', 'python']",189449.5,81.76,senior,machine learning | python | sql,hybrid
machine learning engineer,senior,remote,company_690,"Maplewood, MN",a day ago,"Maplewood, MN, US",Healthcare,Public,"22,020",Public,"€125,529 - €153,424","['machine learning', 'python']",139476.5,,senior,machine learning | python,remote
data scientist,senior,remote,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Public,"4,110",€7.79B,"€184,866 - €207,973",[],196419.5,7.79,senior,,remote
data scientist,senior,remote,company_611,"Denver, CO - Remote . Fully Remote",22 days ago,"Denver, CO, US",Technology,Public,"2,540",Public,"€137,006 - €200,939",[],168972.5,,senior,,remote
data scientist,senior,hybrid,company_214,"Washington, DC . Hybrid",a month ago,"Montréal, QC, CA",Technology,Public,"57,290",€17.25B,"€105,769","['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']",105769.0,17.25,senior,machine learning | matplotlib | python | r | sql | tableau,hybrid
,lead,hybrid,company_946,"New York, NY . Hybrid",5 days ago,"New York, NY, US",Technology,Private,"52,380",Private,"€200,935 - €296,834","['aws', 'gcp', 'azure']",248884.5,,senior,aws | azure | gcp,hybrid
data scientist,lead,hybrid,company_728,"San Francisco, CA . Hybrid",a month ago,"Los Angeles, CA, US",Technology,Private,150,Private,"€258,479",[],258479.0,,senior,,hybrid
data scientist,lead,hybrid,company_947,Hybrid,a month ago,"New York, NY, US",Technology,Private,"2,020",Private,"€109,604 - €200,937",[],155270.5,,senior,,hybrid
machine learning engineer,senior,on-site,company_156,"Mountain View, California (HQ) . On-site",16 days ago,"Mountain View, CA, US",Technology,Private,900,€8.05B,"€184,816 - €276,788",[],230802.0,8.05,senior,,onsite
data scientist,senior,on-site,company_273,"London, England, United Kingdom",6 months ago,"Menlo Park, CA, US",Technology,Public,"94,530",€230.27B,"€103,877 - €144,998","['sql', 'r', 'python']",124437.5,230.27,senior,python | r | sql,onsite
machine learning engineer,senior,remote,company_949,United States . Fully Remote,21 days ago,"San Francisco, CA, US",Technology,Private,150,Private,"€155,272 - €200,939","['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']",178105.5,,senior,aws | deep learning | gcp | machine learning | python | pytorch | r,remote
data scientist,senior,remote,company_950,United States . Fully Remote,14 days ago,"New York, NY, US",Technology,Private,30,Private,"€109,601 - €173,534","['sql', 'tableau', 'python']",141567.5,,senior,python | sql | tableau,remote
data scientist,lead,remote,company_951,"New York, NY",7 days ago,"New York, NY, US",Finance,Private,"8,010",Private,"€136,032 - €223,478","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",179755.0,,senior,deep learning | machine learning | python | pytorch | tensorflow,remote
data scientist,,hybrid,company_952,Hybrid,6 days ago,"Culver City, CA, US",Education,Private,390,Private,"€109,600 - €137,000",[],123300.0,,,,hybrid
data scientist,senior,hybrid,company_146,"New York City, NY . San Francisco, CA . Hybrid",12 days ago,"San Francisco, CA, US",Finance,Private,780,€11.80B,"€175,364 - €241,124",[],208244.0,11.8,senior,,hybrid
data scientist,midlevel,on-site,company_105,"Gurgaon, Haryana, India",15 days ago,"New York, NY, US",Technology,Private,"30,060",Private,"€24,227","['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']",24227.0,,junior,aws | azure | docker | gcp | kubernetes | machine learning | python,onsite
data scientist,,remote,company_675,"Remote, United States . Fully Remote",6 days ago,"El Segundo, CA, US",Technology,Private,45,Private,"€118,741 - €182,674",[],150707.5,,,,remote
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",a day ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,430",Public,"€24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205.0,,senior,aws | azure | gcp | python | pytorch | sql | tensorflow,hybrid
data scientist,lead,on-site,company_962,"Stamford, CT",a month ago,"Stamford, CT, US",Technology,Public,"3,305",Public,"€138,011 - €166,416",['python'],152213.5,,senior,python,onsite
data scientist,senior,on-site,company_119,"Menlo Park, CA . On-site",a month ago,"West Menlo Park, CA, US",Finance,Public,"3,790",€7.94B,"€184,499 - €217,378",[],200938.5,7.94,senior,,onsite
data scientist,senior,remote,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Technology,Public,"131,970",€17.11B,"€52,510","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']",52510.0,17.11,senior,deep learning | java | keras | machine learning | python | scala | scikit-learn | spark | tensorflow,remote
data scientist,senior,remote,company_964,"Herndon, VA",a day ago,"Westminster, CO, US",Technology,Public,"2,870",Public,"€123,307 - €168,973","['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']",146140.0,,senior,aws | azure | deep learning | docker | git | kubernetes | linux | machine learning | matplotlib | numpy | pandas | python | sklearn,remote
data scientist,,remote,company_965,Fully Remote,13 days ago,"Bellevue, WA, US",Technology,Private,330,Private,"€87,643",[],87643.0,,,,remote
data scientist,lead,hybrid,company_645,Hybrid,9 days ago,"Berkeley, CA, US",Technology,Private,180,Private,"€178,100 - €205,500",[],191800.0,,senior,,hybrid
data scientist,senior,remote,company_966,"California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States . Fully Remote",14 days ago,"San Francisco, CA, US",Finance,Private,240,Private,"€173,535",[],173535.0,,senior,,remote
data scientist,midlevel,hybrid,company_202,"Bengaluru, Karnataka, India . Hybrid",2 days ago,"Palo Alto, CA, US",Technology,Public,"195,020",€18.30B,"€34,805","['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']",34805.0,18.3,junior,aws | database | machine learning | neural network | numpy | python | spark | tensorflow,hybrid
data scientist,senior,remote,company_969,"San Jose, California, United States . Fully Remote",8 days ago,"Purchase, NY, US",Healthcare,Public,"4,570",Public,"€155,272 - €182,672",[],168972.0,,senior,,remote
data scientist,senior,remote,company_337,"Reston, VA",7 days ago,"Fairfax, VA, US",Finance,Public,"7,290",Public,"€108,442 - €184,349","['r', 'python', 'sql', 'machine learning', 'database', 'azure']",146395.5,,senior,azure | database | machine learning | python | r | sql,remote
data scientist,midlevel,remote,company_421,Brazil . Fully Remote,14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,211","['sql', 'machine learning', 'python']",25211.0,,junior,machine learning | python | sql,remote
machine learning engineer,,on-site,company_403,"Boston, MA . On-site",6 days ago,"Boston, MA, US",Retail,Public,"17,030",Public,"€160,750 - €170,797",[],165773.5,,,,onsite
data scientist,senior,remote,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",21 days ago,"San Francisco, CA, US",Technology,Public,"5,260",€14.30B,"€306,626",[],306626.0,14.3,senior,,remote
data scientist,senior,remote,company_974,"Toronto, Ontario, Canada",4 days ago,"Toronto, ON, CA",Technology,Public,"2,280",Public,"€45,064 - €105,142","['sql', 'machine learning', 'python']",75103.0,,senior,machine learning | python | sql,remote
data scientist,senior,hybrid,company_975,"San Francisco, California, United States . Hybrid",12 days ago,"Miramar, FL, US",Technology,Private,15,Private,"€173,539 - €210,072",[],191805.5,,senior,,hybrid
data scientist,senior,on-site,company_979,"Bengaluru, Karnataka, India",2 months ago,"Pune, MH, IN",Technology,Public,"125,010",Public,"€23,903","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']",23903.0,,senior,aws | azure | database | hadoop | machine learning | python | r | spark | sql,onsite
machine learning engineer,,on-site,company_156,"Mountain View, California (HQ) . On-site",16 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,"€126,250 - €189,589",[],157919.5,8.1,,,onsite
data scientist,senior,hybrid,company_003,"Bentonville, AR . Hybrid",18 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€82,200 - €164,400","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",123300.0,,senior,machine learning | python | r | scala | spark | tensorflow,hybrid
data scientist,midlevel,hybrid,company_983,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",17 days ago,"McLean, VA, US",Technology,Public,"27,060",Public,"€70,878 - €160,749","['linux', 'machine learning', 'r', 'python']",115813.5,,junior,linux | machine learning | python | r,hybrid
data scientist,senior,hybrid,company_357,"Hyderabad, Telangana, India . Chennai, Tamil Nadu, India . Hybrid",14 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,070",€142.28B,"€22,839","['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']",22839.0,142.28,senior,aws | gcp | machine learning | python | r | sql | tableau,hybrid
data scientist,midlevel,remote,company_421,"Santo Domingo, Dominican Republic . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,216","['sql', 'machine learning', 'python']",25216.0,,junior,machine learning | python | sql,remote
data scientist,senior,remote,company_647,"India, Hyderabad . Fully Remote",20 days ago,"London, GB",Technology,Private,900,Private,"€39,023",[],39023.0,,senior,,remote
data scientist,senior,on-site,company_316,"Gurgaon, Haryana, India",8 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€29,801 - €32,905","['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']",31353.0,,senior,azure | deep learning | gcp | machine learning | python | tensorflow,onsite
data scientist,lead,on-site,company_844,"San Diego, CA",3 days ago,"Mountain View, CA, US",Technology,Public,"17,070",€94.69B,"€145,221","['r', 'python', 'sql', 'machine learning', 'tableau']",145221.0,94.69,senior,machine learning | python | r | sql | tableau,onsite
data scientist,lead,remote,company_338,"Cambridge, MA",7 days ago,"Paris, FR",Healthcare,Public,"75,470",€99.86B,"€149,787","['pytorch', 'r', 'python', 'machine learning', 'tensorflow']",149787.0,99.86,senior,machine learning | python | pytorch | r | tensorflow,remote
data scientist,senior,on-site,company_816,"San Francisco, CA",2 months ago,"San Francisco, CA, US",Retail,Public,"117,010",Public,"€159,293 - €211,170","['spark', 'sql', 'azure', 'python']",185231.5,,senior,azure | python | spark | sql,onsite
data scientist,senior,on-site,company_096,"New York, New York, United States . On-site",23 days ago,"San Francisco, CA, US",Finance,Private,950,€11.68B,"€175,364 - €219,204",[],197284.0,11.68,senior,,onsite
data scientist,senior,on-site,company_917,"Mountain View, CA . San Bruno, CA",4 days ago,"Mountain View, CA, US",Technology,Public,"258,760",€1.14T,"€151,616 - €222,855","['sql', 'r', 'python']",187235.5,1140.0,senior,python | r | sql,onsite
data scientist,senior,on-site,company_003,"Bellevue, WA",16 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€142,483 - €284,961","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']",213722.0,,senior,azure | machine learning | python | pytorch | r | scala | spark | tensorflow,onsite
data scientist,senior,on-site,company_849,"Whitehouse Station, NJ . Philadelphia, PA . Jersey City, NJ . Philadelphia, Pennsylvania, Amerika Serikat . Whitehouse Station, New Jersey, Amerika Serikat",3 months ago,"Readington Township, NJ, US",Finance,Public,"29,400",Public,"€96,818 - €165,318","['database', 'sql', 'machine learning', 'python']",131068.0,,senior,database | machine learning | python | sql,onsite
machine learning engineer,,hybrid,company_403,"Boston, MA . Hybrid",22 days ago,"Boston, MA, US",Retail,Public,"17,020",Public,"€160,748 - €170,795",[],165771.5,,,,hybrid
data scientist,,hybrid,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,010",€4.67B,"€98,640 - €123,300",[],110970.0,4.67,,,hybrid
data scientist,senior,on-site,company_917,"Mountain View, CA",5 days ago,"Mountain View, CA, US",Technology,Public,"258,800",€1.29T,"€128,780 - €184,493","['sql', 'r', 'python']",156636.5,1290.0,senior,python | r | sql,onsite
data scientist,lead,hybrid,company_667,"Mountain View, CA, US . San Francisco, CA, US . Hybrid",9 days ago,"Mountain View, CA, US",Technology,Private,"2,760",Private,"€251,171",[],251171.0,,senior,,hybrid
data scientist,senior,remote,company_421,"Lima, Peru",5 days ago,"Cheyenne, WY, US",Technology,,Private,,"€7,679","['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']",7679.0,,senior,machine learning | matplotlib | numpy | pandas | python | sklearn,remote
data scientist,senior,remote,company_848,"East Hanover, NJ",14 days ago,"Basel, BS, CH",Healthcare,Public,"107,690",€160.95B,"€104,122 - €192,715","['gcp', 'database']",148418.5,160.95,senior,database | gcp,remote
data scientist,lead,on-site,company_235,"Colorado Springs, CO",8 days ago,"San Antonio, TX, US",Finance,Private,"33,020",Private,"€150,503 - €287,666","['r', 'python', 'sql', 'database', 'machine learning']",219084.5,,senior,database | machine learning | python | r | sql,onsite
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",7 days ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,420",Public,"€24,200","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24200.0,,senior,aws | azure | gcp | python | pytorch | sql | tensorflow,hybrid
data scientist,senior,hybrid,company_316,"Dublin, County Dublin, Ireland . Hybrid",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€67,973 - €93,598","['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']",80785.5,,senior,azure | deep learning | git | hadoop | keras | python | r | tensorflow,hybrid
data scientist,senior,on-site,company_917,"Mountain View, CA",a month ago,"Mountain View, CA, US",Technology,Public,"258,810",€1.44T,"€207,333 - €292,272","['sql', 'r', 'python']",249802.5,1440.0,senior,python | r | sql,onsite
data scientist,senior,remote,company_967,"Gurugram, Haryana, India . Madurai, Tamil Nadu, India . Jaipur, Rajasthan, India . Chandigarh, India . Mumbai, Maharashtra, India + 34 More",7 days ago,"San Diego, CA, US",Technology,Private,950,Private,"€24,358","['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']",24358.0,,senior,airflow | machine learning | python | scikit-learn | sql,remote
machine learning engineer,senior,on-site,company_156,"Mountain View, California (HQ) . On-site",7 days ago,"Mountain View, CA, US",Technology,Private,900,€8.20B,"€203,472 - €304,988",[],254230.0,8.2,senior,,onsite
data scientist,senior,hybrid,company_308,"Redmond, WA . Hybrid",2 days ago,"Redmond, WA, US",Technology,Public,"182,328",€1.98T,"€136,788","['sql', 'azure', 'machine learning', 'python']",136788.0,1980.0,senior,azure | machine learning | python | sql,hybrid
data scientist,senior,hybrid,company_980,"Brooklyn Park, MN . Hybrid",7 days ago,"Minneapolis, MN, US",Retail,Public,"409,050",€67.04B,"€86,770 - €156,183","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']",121476.5,67.04,senior,hadoop | java | machine learning | python | r | scala | spark | sql,hybrid
data scientist,senior,hybrid,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Technology,Public,"261,040",€71.18B,"€85,855 - €150,244","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",118049.5,71.18,senior,aws | azure | deep learning | gcp | java | machine learning | python | pytorch | r | scala | spark | sql | tableau | tensorflow,hybrid
data scientist,senior,on-site,company_395,"New York, NY",18 days ago,"McLean, VA, US",Retail,Public,"55,100",€36.38B,"€158,013 - €180,298","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']",169155.5,36.38,senior,aws | database | machine learning | pytorch | tensorflow,onsite
data scientist,senior,hybrid,company_667,"Mountain View, California, USA . Hybrid",9 days ago,"Mountain View, CA, US",Technology,Private,"2,810",Private,"€236,556",[],236556.0,,senior,,hybrid
data scientist,senior,on-site,company_288,"Washington, DC . On-site",7 days ago,"Reston, VA, US",Technology,Public,"26,010",€62.74B,"€109,604 - €146,136",['machine learning'],127870.0,62.74,senior,machine learning,onsite
data scientist,senior,hybrid,company_983,"Fort Belvoir, VA . Reston, VA . Hybrid",20 days ago,"McLean, VA, US",Technology,Public,"27,010",Public,"€90,421 - €205,500","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']",147960.5,,senior,hadoop | machine learning | python | r | spark | sql,hybrid
data scientist,senior,hybrid,company_067,"San Francisco, CA, US . Seattle, WA, US . Palo Alto, CA, US . Hybrid",19 hours ago,"San Francisco, CA, US",Technology,Public,"5,300",€14.25B,"€306,623",[],306623.0,14.25,senior,,hybrid
data scientist,lead,on-site,company_395,"New York, NY",16 days ago,"McLean, VA, US",Retail,Public,"55,110",€36.03B,"€262,862 - €300,034","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']",281448.0,36.03,senior,aws | database | deep learning | machine learning | python | r | scala,onsite
data scientist,senior,on-site,company_395,"San Jose, CA",6 days ago,"McLean, VA, US",Retail,Public,"55,130",€36.03B,"€132,526 - €151,250","['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']",141888.0,36.03,senior,aws | database | machine learning | python | pytorch | r | scala | sql,onsite
data scientist,senior,hybrid,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Technology,Public,"261,010",€71.03B,"€85,862 - €150,251","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",118056.5,71.03,senior,aws | azure | deep learning | gcp | java | machine learning | python | pytorch | r | scala | spark | sql | tableau | tensorflow,hybrid
data scientist,senior,on-site,company_003,"Sunnyvale, CA",21 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€106,860 - €213,719","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",160289.5,,senior,machine learning | python | pytorch | r | scala | spark | tensorflow,onsite
data scientist,senior,hybrid,company_922,"Hartford, CT . Chicago, IL . Charlotte, NC . Columbus, OH . Hybrid",7 days ago,"Hartford, CT, US",Finance,Public,"18,190",€21.60B,"€100,028 - €150,042",['machine learning'],125035.0,21.6,senior,machine learning,hybrid
data scientist,,hybrid,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,040",€4.72B,"€98,648 - €123,308",[],110978.0,4.72,,,hybrid
data scientist,senior,on-site,company_185,"Linthicum Heights, MD . On-site",14 days ago,"Falls Church, VA, US",Technology,Public,"97,050",€75.00B,"€164,039 - €246,056",['r'],205047.5,75.0,senior,r,onsite
data scientist,lead,on-site,company_230,"North Chicago, IL",a month ago,"North Chicago, IL, US",Healthcare,Public,"49,360",€245.34B,"€137,007",[],137007.0,245.34,senior,,onsite
data scientist,midlevel,remote,company_421,"San Juan, Puerto Rico . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,214","['sql', 'machine learning', 'python']",25214.0,,junior,machine learning | python | sql,remote
data scientist,senior,on-site,company_490,"Overland Park, KS . Bellevue, WA . Frisco, TX",3 months ago,"Bellevue, WA, US",Technology,Public,"83,560",Public,"€116,363 - €209,887","['aws', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'azure']",163125.0,,senior,aws | azure | deep learning | machine learning | python | r | sql,onsite
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,"Tallinn, EE",Technology,Private,"3,760",Private,"€61,778","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']",61778.0,,senior,airflow | aws | deep learning | docker | machine learning | numpy | pandas | python | pytorch | scikit-learn | spark,hybrid
machine learning engineer,senior,on-site,company_135,"Taipei, Taiwan . On-site",a month ago,TW,Technology,Private,530,Private,"€36,345",[],36345.0,,senior,,onsite
data scientist,senior,remote,company_083,Mumbai Metropolitan Region . Fully Remote,2 months ago,"Paris, IDF, FR",Technology,Private,"263,610",€25.31B,"€4,055 - €10,055","['pandas', 'numpy', 'pytorch', 'scipy', 'opencv', 'hadoop', 'machine learning', 'keras', 'deep learning', 'tensorflow']",7055.0,25.31,senior,deep learning | hadoop | keras | machine learning | numpy | opencv | pandas | pytorch | scipy | tensorflow,remote
data scientist,lead,on-site,company_244,"Plano, TX . On-site",5 days ago,"New York, NY, US",Finance,Public,"290,750",€350.32B,"€137,008","['amazon', 'spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']",137008.0,350.32,senior,amazon | aws | azure | gcp | hadoop | machine learning | python | r | scala | spark | sql,onsite
data scientist,junior,on-site,company_849,"Jersey City, NJ . Whitehouse Station, NJ . Simsbury, CT . Philadelphia, PA",a month ago,"Readington Township, NJ, US",Finance,Public,"29,410",Public,"€79,463 - €135,176","['pandas', 'numpy', 'pytorch', 'spark', 'scikit-learn', 'python', 'linux', 'airflow', 'sql', 'machine learning', 'database', 'azure', 'tensorflow']",107319.5,,junior,airflow | azure | database | linux | machine learning | numpy | pandas | python | pytorch | scikit-learn | spark | sql | tensorflow,onsite
data scientist,senior,on-site,company_844,"Mountain View, CA",4 days ago,"Mountain View, CA, US",Technology,Public,"17,020",€94.59B,"€163,490 - €170,340","['sql', 'machine learning', 'r', 'python']",166915.0,94.59,senior,machine learning | python | r | sql,onsite
data scientist,lead,on-site,company_273,"San Francisco, CA",14 days ago,"Menlo Park, CA, US",Technology,Public,"94,560",€230.37B,"€231,078 - €286,791",['machine learning'],258934.5,230.37,senior,machine learning,onsite
data scientist,senior,hybrid,company_146,"San Francisco, CA . Hybrid",12 days ago,"San Francisco, CA, US",Finance,Private,780,€11.75B,"€204,593 - €281,312",[],242952.5,11.75,senior,,hybrid
data scientist,lead,on-site,company_395,"McLean, VA",18 days ago,"McLean, VA, US",Retail,Public,"55,100",€36.18B,"€262,864 - €300,036","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']",281450.0,36.18,senior,aws | database | deep learning | machine learning | python | r | scala,onsite
data scientist,senior,on-site,company_878,"San Jose, CA . Austin, TX",7 days ago,"San Jose, CA, US",Technology,Public,"21,260",€144.77B,"€117,457 - €213,904","['sql', 'python']",165680.5,144.77,senior,python | sql,onsite
data scientist,senior,hybrid,company_146,"San Francisco, CA . Hybrid",12 days ago,"San Francisco, CA, US",Finance,Private,780,€11.90B,"€204,590 - €281,309",[],242949.5,11.9,senior,,hybrid
data scientist,lead,on-site,company_395,"McLean, VA",21 days ago,"McLean, VA, US",Retail,Public,"55,100",€36.23B,"€262,861 - €300,033","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']",281447.0,36.23,senior,aws | database | deep learning | machine learning | python | r | scala,onsite
machine learning engineer,senior,on-site,company_336,"South San Francisco, CA . New York, NY",4 days ago,"South San Francisco, CA, US",Technology,Private,"14,060",Private,"€177,193","['pytorch', 'r', 'python', 'scala', 'java', 'machine learning', 'deep learning', 'tensorflow']",177193.0,,senior,deep learning | java | machine learning | python | pytorch | r | scala | tensorflow,onsite
data scientist,senior,hybrid,company_081,"San Francisco, CA . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,020",€4.72B,"€135,174 - €168,967",[],152070.5,4.72,senior,,hybrid
data scientist,senior,remote,company_421,"Bogota, D.C., Capital District, Colombia",5 days ago,"Cheyenne, WY, US",Technology,,Private,,"€7,680","['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']",7680.0,,senior,machine learning | matplotlib | numpy | pandas | python | sklearn,remote
data scientist,midlevel,remote,company_318,"San Francisco, CA . Atlanta, GA . Portland, OR . Seattle, WA . Pittsburgh, PA + 2 More",11 days ago,"Dallas, TX, US",Technology,Public,"55,040",€14.61B,"€118,739",['machine learning'],118739.0,14.61,junior,machine learning,remote
data scientist,midlevel,on-site,company_273,"San Francisco, CA",a month ago,"Menlo Park, CA, US",Technology,Public,"94,540",€230.42B,"€132,439 - €186,325","['sql', 'machine learning', 'r', 'python']",159382.0,230.42,junior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_003,"Sunnyvale, CA",12 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€118,736 - €237,469","['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']",178102.5,,senior,azure | deep learning | java | keras | machine learning | python | pytorch | r | scala | spark | sql | tensorflow,onsite
data scientist,senior,hybrid,company_316,"Dublin, County Dublin, Ireland . Hybrid",3 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,990",Public,"€52,987","['aws', 'r', 'python', 'airflow', 'sql', 'machine learning', 'azure', 'tableau']",52987.0,,senior,airflow | aws | azure | machine learning | python | r | sql | tableau,hybrid
data scientist,senior,remote,company_572,Fully Remote,6 days ago,"San Francisco, CA, US",Technology,Private,45,Private,"€146,136 - €159,836",[],152986.0,,senior,,remote
data scientist,senior,on-site,company_003,"Bentonville, AR",14 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€100,468 - €200,934","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",150701.0,,senior,machine learning | python | r | scala | spark | sql | tensorflow,onsite
data scientist,midlevel,hybrid,company_983,"Arlington, VA . Hybrid",6 days ago,"McLean, VA, US",Technology,Public,"27,030",Public,"€70,880 - €160,751","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']",115815.5,,junior,hadoop | machine learning | python | r | spark | sql,hybrid
