job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,Cleaned_Salary,Cleaned_Revenue,Seniority_Binary,skills_parsed,work_type
data scientist,senior,hybrid,company_270,"New York, NY . Hybrid",2 months ago,"Woonsocket, RI, US",Healthcare,Public,"300,010",€121.47B,"€101,605 - €203,204","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure']",152404.5,121.47,senior,aws | azure | deep learning | gcp | machine learning | python | pytorch | sql,hybrid
data scientist,midlevel,hybrid,company_983,"Washington, DC . Hybrid",14 days ago,"McLean, VA, US",Technology,Public,"27,070",Public,"€70,883 - €160,754","['machine learning', 'tableau', 'python']",115818.5,,junior,machine learning | python | tableau,hybrid
data scientist,senior,hybrid,company_083,"Sevilla La Nueva, Community of Madrid, Spain . Hybrid",14 days ago,"Paris, IDF, FR",Technology,Private,"263,590",€25.36B,"€32,155","['pytorch', 'aws', 'r', 'python', 'docker', 'opencv', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure', 'tensorflow']",32155.0,25.36,senior,aws | azure | deep learning | docker | gcp | kubernetes | machine learning | opencv | python | pytorch | r | tensorflow,hybrid
data scientist,senior,hybrid,company_983,"Chantilly, VA . Hybrid",7 days ago,"McLean, VA, US",Technology,Public,"27,050",Public,"€90,426 - €205,505","['r', 'python', 'java', 'sql', 'database', 'tableau']",147965.5,,senior,database | java | python | r | sql | tableau,hybrid
data scientist,midlevel,on-site,company_310,"Riverside, CA . On-site",a month ago,"Arlington, VA, US",Technology,Public,"20,010",Public,"€82,476","['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure', 'tensorflow']",82476.0,,junior,aws | azure | machine learning | python | pytorch | scikit-learn | tensorflow,onsite
data scientist,lead,on-site,company_235,"Colorado Springs, CO",14 days ago,"San Antonio, TX, US",Finance,Private,"33,010",Private,"€137,005","['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",137005.0,,senior,deep learning | hadoop | machine learning | python | r | spark | sql,onsite
data scientist,midlevel,on-site,company_273,"Los Angeles, CA",18 days ago,"Menlo Park, CA, US",Technology,Public,"94,590",€230.32B,"€158,014 - €221,034","['sql', 'machine learning', 'r', 'python']",189524.0,230.32,junior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_980,"Bengaluru, Karnataka, India",2 months ago,"Minneapolis, MN, US",Retail,Public,"409,050",€67.04B,"€31,210 - €58,197","['spark', 'machine learning', 'git', 'python']",44703.5,67.04,senior,git | machine learning | python | spark,onsite
data scientist,lead,on-site,company_316,"Mumbai, Maharashtra, India",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€29,799 - €32,903","['git', 'r', 'python', 'airflow', 'sql', 'machine learning']",31351.0,,senior,airflow | git | machine learning | python | r | sql,onsite
data scientist,midlevel,on-site,company_273,"Sunnyvale, CA",a month ago,"Menlo Park, CA, US",Technology,Public,"94,590",€230.37B,"€132,433 - €186,319","['sql', 'machine learning', 'r', 'python']",159376.0,230.37,junior,machine learning | python | r | sql,onsite
data scientist,lead,on-site,company_003,"Sunnyvale, CA",14 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€182,672","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",182672.0,,senior,machine learning | python | r | scala | spark | tensorflow,onsite
machine learning engineer,senior,hybrid,company_315,"Noida, Uttar Pradesh, India . Ahmedabad, Gujarat, India . Trivandrum, Kerala, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India + 2 More . Hybrid",a month ago,"Austin, TX, US",Technology,Public,"212,630",€188.21B,"€41,974","['pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'deep learning', 'sql', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'tensorflow']",41974.0,188.21,senior,aws | azure | deep learning | docker | gcp | hadoop | kubernetes | machine learning | python | pytorch | scikit-learn | spark | sql | tensorflow,hybrid
data scientist,senior,on-site,company_355,"San Francisco, CA . Seattle, WA . Atlanta, GA",5 days ago,"San Francisco, CA, US",Technology,Public,"65,820",€130.59B,"€183,405 - €252,178","['spark', 'r', 'python', 'airflow', 'hadoop']",217791.5,130.59,senior,airflow | hadoop | python | r | spark,onsite
data scientist,senior,hybrid,company_008,"Bengaluru, Karnataka, India . Hybrid",14 days ago,"San Jose, CA, US",Technology,Public,"34,660",€81.86B,"€32,875 - €47,285","['sql', 'machine learning', 'python']",40080.0,81.86,senior,machine learning | python | sql,hybrid
data scientist,,on-site,company_445,On-site,14 days ago,"Ventura, CA, US",Technology,Public,"2,270",Public,"€155,610 - €207,329",[],181469.5,,,,onsite
data scientist,senior,on-site,company_288,"Chantilly, VA . On-site",8 days ago,"Reston, VA, US",Technology,Public,"26,020",€62.74B,"€114,169","['amazon', 'aws', 'python']",114169.0,62.74,senior,amazon | aws | python,onsite
data scientist,midlevel,hybrid,company_257,"Washington, DC . Hybrid",14 days ago,"Foster City, CA, US",Finance,Public,"21,030",€383.10B,"€106,410 - €164,863","['spark', 'hadoop', 'sql', 'python']",135636.5,383.1,junior,hadoop | python | spark | sql,hybrid
data scientist,senior,on-site,company_134,"Bellevue, WA",6 days ago,"Seattle, WA, US",Retail,Public,"865,416",€833.06B,"€117,828 - €219,207","['amazon', 'r', 'python', 'sql', 'machine learning']",168517.5,833.06,senior,amazon | machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_291,"Bengaluru East, Karnataka, India",14 days ago,"Bengaluru, KA, IN",Technology,Public,"261,060",€70.98B,"€9,586","['sql', 'machine learning', 'r', 'python']",9586.0,70.98,senior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_149,"Mason, OH",7 days ago,"Cincinnati, OH, US",Manufacturing,Public,"101,040",€305.27B,"€77,642 - €105,041","['aws', 'machine learning', 'r', 'azure']",91341.5,305.27,senior,aws | azure | machine learning | r,onsite
data scientist,senior,on-site,company_490,"Overland Park, KS . Bellevue, WA",3 months ago,"Bellevue, WA, US",Technology,Public,"83,550",Public,"€116,364 - €209,888","['spark', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']",163126.0,,senior,database | deep learning | hadoop | machine learning | python | r | spark | sql,onsite
data scientist,senior,on-site,company_310,"Homestead, FL",a month ago,"Arlington, VA, US",Technology,Public,"20,010",Public,"€63,118 - €129,242","['sql', 'machine learning', 'r', 'python']",96180.0,,senior,machine learning | python | r | sql,onsite
data scientist,senior,remote,company_223,"Raleigh, NC",a month ago,"New York, NY, US",Technology,Public,"10,070",Public,"€99,560","['pandas', 'numpy', 'pytorch', 'spark', 'scikit-learn', 'python', 'scala', 'java', 'sql', 'machine learning', 'keras', 'deep learning', 'tensorflow']",99560.0,,senior,deep learning | java | keras | machine learning | numpy | pandas | python | pytorch | scala | scikit-learn | spark | sql | tensorflow,remote
data scientist,senior,remote,company_223,"Raleigh, NC . Fully Remote",a month ago,"New York, NY, US",Technology,Public,"10,020",Public,"€99,554","['spark', 'python', 'machine learning', 'hadoop', 'deep learning']",99554.0,,senior,deep learning | hadoop | machine learning | python | spark,remote
data scientist,senior,remote,company_421,Mexico City Metropolitan Area,5 days ago,"Cheyenne, WY, US",Technology,,Private,,"€7,678","['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']",7678.0,,senior,machine learning | matplotlib | numpy | pandas | python | sklearn,remote
data scientist,senior,on-site,company_233,"Bethesda, MD . On-site",a month ago,"Reston, VA, US",Technology,Public,"27,400",Public,"€77,773 - €140,587","['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']",109180.0,,senior,amazon | aws | docker | git | hadoop | kubernetes | python | r | sql,onsite
data scientist,senior,on-site,company_916,United States,7 days ago,"Columbus, OH, US",Technology,Public,"1,300",Public,"€115,088 - €143,858","['aws', 'git', 'r', 'python', 'sql', 'machine learning']",129473.0,,senior,aws | git | machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_392,"Cincinnati, OH",a month ago,"Jacksonville, FL, US",Finance,Public,"62,040",€35.42B,"€161,759 - €271,723","['spark', 'sql', 'machine learning', 'python']",216741.0,35.42,senior,machine learning | python | spark | sql,onsite
data scientist,senior,remote,company_625,Fully Remote,6 months ago,"San Francisco, CA, US",Energy,Private,90,Private,"€168,968 - €210,068",[],189518.0,,senior,,remote
data scientist,,on-site,company_096,"San Francisco, California, United States . On-site",a month ago,"San Francisco, CA, US",Finance,Private,950,€11.58B,"€138,831 - €173,538",[],156184.5,11.58,,,onsite
data scientist,senior,on-site,company_251,"Augusta, GA",14 days ago,"Roseland, NJ, US",Technology,Public,"65,140",Public,"€58,366 - €156,348","['aws', 'powerbi', 'r', 'python', 'sql', 'machine learning', 'tableau']",107357.0,,senior,aws | machine learning | powerbi | python | r | sql | tableau,onsite
data scientist,senior,on-site,company_273,"Redmond, WA",16 days ago,"Menlo Park, CA, US",Technology,Public,"94,580",€230.42B,"€132,436 - €186,322","['sql', 'machine learning', 'r', 'python']",159379.0,230.42,senior,machine learning | python | r | sql,onsite
data scientist,senior,remote,company_969,"San Jose, California, United States . Fully Remote",15 days ago,"Purchase, NY, US",Healthcare,Public,"4,560",Public,"€155,267 - €182,667",[],168967.0,,senior,,remote
data scientist,senior,on-site,company_003,"Sunnyvale, CA",16 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€130,608 - €261,214","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",195911.0,,senior,machine learning | python | r | scala | spark | sql | tensorflow,onsite
data scientist,senior,on-site,company_316,"Noida, Uttar Pradesh, India",21 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,990",Public,"€29,800 - €32,904","['pytorch', 'aws', 'git', 'r', 'python', 'docker', 'scikit-learn', 'deep learning', 'machine learning', 'gcp', 'kubernetes', 'keras', 'azure', 'tensorflow']",31352.0,,senior,aws | azure | deep learning | docker | gcp | git | keras | kubernetes | machine learning | python | pytorch | r | scikit-learn | tensorflow,onsite
data scientist,senior,on-site,company_310,Antwerp Metropolitan Area,2 days ago,"Arlington, VA, US",Technology,Public,"20,020",Public,"€99,006","['machine learning', 'database']",99006.0,,senior,database | machine learning,onsite
data scientist,senior,on-site,company_992,"San Francisco, CA",14 days ago,"Sydney, NSW, AU",Technology,Public,"6,030",€28.17B,"€211,535 - €282,044","['tableau', 'sql', 'r', 'python']",246789.5,28.17,senior,python | r | sql | tableau,onsite
data scientist,senior,on-site,company_860,"Mountain View, California . On-site",18 hours ago,"San Francisco, CA, US",Technology,Private,"2,270",€35.16B,"€209,476",[],209476.0,35.16,senior,,onsite
data scientist,junior,hybrid,company_083,"Valladolid, Castilla and Leon, Spain . Sevilla La Nueva, Community of Madrid, Spain . Hybrid",15 days ago,"Paris, IDF, FR",Technology,Private,"263,590",€25.21B,"€32,159","['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib']",32159.0,25.21,junior,aws | azure | deep learning | gcp | machine learning | matplotlib | numpy | pandas | python | r | scikit-learn,hybrid
machine learning engineer,lead,on-site,company_244,"New York, NY . On-site",a month ago,"New York, NY, US",Finance,Public,"290,790",€350.27B,"€200,933","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",200933.0,350.27,senior,deep learning | machine learning | numpy | pandas | pytorch | scikit-learn | tensorflow,onsite
data engineer,senior,on-site,company_134,"North Reading, MA",2 days ago,"Seattle, WA, US",Retail,Public,"865,456",€832.91B,"€117,826 - €219,205","['amazon', 'spark', 'python', 'scala', 'sql', 'hadoop', 'machine learning']",168515.5,832.91,senior,amazon | hadoop | machine learning | python | scala | spark | sql,onsite
data scientist,lead,on-site,company_273,"Menlo Park, CA",18 days ago,"Menlo Park, CA, US",Technology,Public,"94,590",€230.42B,"€231,077 - €286,790",['machine learning'],258933.5,230.42,senior,machine learning,onsite
data scientist,midlevel,remote,company_421,"Belize City, Belize, Belize . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,214","['sql', 'machine learning', 'python']",25214.0,,junior,machine learning | python | sql,remote
data scientist,senior,hybrid,company_008,"Chicago, IL . Hybrid",2 months ago,"San Jose, CA, US",Technology,Public,"34,630",€81.66B,"€112,801 - €194,406","['sql', 'machine learning', 'tableau', 'python']",153603.5,81.66,senior,machine learning | python | sql | tableau,hybrid
data scientist,senior,hybrid,company_983,"Norco, CA . Hybrid",7 days ago,"McLean, VA, US",Technology,Public,"27,040",Public,"€90,420 - €205,499","['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure', 'tensorflow']",147959.5,,senior,aws | azure | machine learning | python | pytorch | scikit-learn | tensorflow,hybrid
data scientist,senior,on-site,company_288,"North Las Vegas, NV . On-site",7 days ago,"Reston, VA, US",Technology,Public,"26,050",€62.99B,"€114,170",['machine learning'],114170.0,62.99,senior,machine learning,onsite
data scientist,senior,on-site,company_355,"Denver, CO",a month ago,"San Francisco, CA, US",Technology,Public,"65,860",€130.79B,"€183,400 - €252,173","['spark', 'r', 'python', 'airflow', 'hadoop']",217786.5,130.79,senior,airflow | hadoop | python | r | spark,onsite
data scientist,senior,on-site,company_555,"Boston, MA",4 days ago,"Boston, MA, US",Finance,Public,"3,070",Public,"€141,567","['kubernetes', 'machine learning', 'python']",141567.0,,senior,kubernetes | machine learning | python,onsite
data scientist,senior,on-site,company_158,"McLean, VA . 미국 버지니아 McLean",a month ago,"Falls Church, VA, US",Technology,Private,"21,640",Private,"€147,509 - €199,569","['python', 'database', 'linux', 'sql', 'kubernetes', 'keras', 'machine learning', 'tensorflow']",173539.0,,senior,database | keras | kubernetes | linux | machine learning | python | sql | tensorflow,onsite
data scientist,senior,on-site,company_410,On-site,4 months ago,"San Francisco, CA, US",Technology,Private,320,Private,"€28,127",[],28127.0,,senior,,onsite
data scientist,senior,on-site,company_316,"Dublin, County Dublin, Ireland",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€67,978 - €93,603","['sql', 'azure', 'machine learning', 'python']",80790.5,,senior,azure | machine learning | python | sql,onsite
data scientist,senior,on-site,company_273,"Washington, DC",18 days ago,"Menlo Park, CA, US",Technology,Public,"94,570",€230.52B,"€132,441 - €186,327","['sql', 'machine learning', 'r', 'python']",159384.0,230.52,senior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_273,"Austin, TX",18 days ago,"Menlo Park, CA, US",Technology,Public,"94,530",€230.57B,"€132,434 - €186,320","['sql', 'machine learning', 'r', 'python']",159377.0,230.57,senior,machine learning | python | r | sql,onsite
